Image Number,Category,Annotator,Expertise Level,Host,Version,NGT,NO,GT Label,Pred Label,Pred Area
N19,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,27.0,48.0,4.0,886.4533870000001
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,1.0,36.0,335.96908
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,2.0,9.0,205.343065
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,3.0,12.0,515.5991740000001
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,4.0,37.0,1069.74204
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,5.0,7.0,273.515932
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,6.0,2.0,465.87368900000007
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,13.0,5.0,399.040576
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,15.0,8.0,985.337538
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,16.0,41.0,473.8606840000001
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,17.0,20.0,939.064496
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,21.0,17.0,450.10581500000006
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,23.0,6.0,1141.161234
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,24.0,21.0,654.4698290000001
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,26.0,14.0,772.4712390000001
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,30.0,10.0,1116.2211980000002
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,35.0,40.0,321.077199
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,36.0,33.0,1074.740353
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,37.0,31.0,672.2988630000001
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,39.0,24.0,385.797623
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,40.0,22.0,130.36837000000003
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,45.0,23.0,699.866878
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,47.0,18.0,514.362478
N19,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,49.0,44.0,48.0,4.0,284.69772500000005
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,1.0,15.0,280.06011500000005
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,2.0,11.0,264.08612500000004
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,3.0,10.0,104.449283
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,4.0,8.0,1076.0285780000002
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,5.0,2.0,65.596417
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,6.0,5.0,237.960922
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,7.0,9.0,401.462439
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,8.0,3.0,648.5439940000001
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,9.0,1.0,129.492377
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,10.0,14.0,124.287948
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,11.0,13.0,575.733517
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,12.0,6.0,1054.2833400000002
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,13.0,12.0,311.69892100000004
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,14.0,17.0,262.076494
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,15.0,7.0,218.225315
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,16.0,16.0,574.702937
N20,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,17.0,18.0,4.0,404.914882
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,1.0,19.0,345.19277100000005
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,2.0,12.0,275.422505
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,3.0,4.0,711.1002000000001
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,4.0,9.0,1070.102743
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,5.0,2.0,92.443026
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,6.0,14.0,202.76661500000003
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,7.0,18.0,629.3236770000001
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,8.0,6.0,537.911231
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,9.0,17.0,135.52127000000002
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,10.0,15.0,143.04450400000002
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,11.0,3.0,585.0602660000001
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,12.0,10.0,1043.307663
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,13.0,5.0,313.29632000000004
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,14.0,13.0,359.00254300000006
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,15.0,11.0,235.17835600000004
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,16.0,8.0,594.387015
N20,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,19.0,18.0,7.0,393.01168300000006
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,1.0,17.0,627.520162
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,2.0,7.0,98.626506
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,3.0,4.0,709.296685
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,4.0,12.0,1050.057962
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,5.0,15.0,64.978069
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,6.0,9.0,197.819831
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,7.0,14.0,393.423915
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,8.0,11.0,536.468419
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,9.0,6.0,139.592061
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,10.0,16.0,130.16225400000002
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,11.0,8.0,589.3887020000001
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,12.0,10.0,1039.85522
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,13.0,13.0,305.30932500000006
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,14.0,18.0,353.74658500000004
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,15.0,2.0,231.725913
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,16.0,1.0,580.783359
N20,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,19.0,18.0,18.0,3.0,419.70370500000007
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,1.0,1.0,309.58623200000005
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,2.0,12.0,417.69407400000006
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,4.0,7.0,389.09547900000007
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,6.0,19.0,2028.0268530000003
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,7.0,10.0,170.87016400000002
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,8.0,3.0,273.309816
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,9.0,25.0,1064.898314
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,12.0,20.0,409.86166600000007
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,16.0,23.0,482.6206140000001
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,17.0,13.0,666.733731
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,18.0,21.0,247.648374
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,19.0,8.0,794.6287090000001
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,20.0,14.0,991.41796
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,22.0,4.0,156.64816000000002
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,24.0,9.0,525.183568
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,25.0,16.0,343.33772700000003
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,26.0,24.0,343.286198
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,27.0,15.0,207.61034100000003
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,28.0,18.0,1411.224723
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,29.0,17.0,244.04134400000004
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,30.0,6.0,689.045788
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,31.0,2.0,222.08999000000003
N21,Manual,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,25.0,32.0,5.0,506.1693670000001
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,1.0,2.0,397.0824740000001
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,2.0,12.0,466.90426900000006
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,4.0,21.0,1043.8744820000002
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,6.0,28.0,1935.223124
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,7.0,24.0,168.65441700000002
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,8.0,8.0,244.91733700000003
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,9.0,22.0,948.185129
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,12.0,14.0,442.170349
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,16.0,9.0,478.03453300000007
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,17.0,10.0,775.7690950000001
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,18.0,6.0,237.909393
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,19.0,17.0,820.5477960000001
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,20.0,1.0,964.777467
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,22.0,19.0,244.65969200000004
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,24.0,26.0,539.199456
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,25.0,5.0,342.71937900000006
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,26.0,15.0,507.972882
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,27.0,3.0,209.980675
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,28.0,20.0,1629.9653280000002
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,29.0,4.0,248.78201200000004
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,30.0,23.0,696.3113770000001
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,31.0,11.0,234.405421
N21,SAM,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,29.0,32.0,7.0,500.03741600000006
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,1.0,7.0,413.3656380000001
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,2.0,18.0,504.778084
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,4.0,23.0,784.838199
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,6.0,10.0,1906.0577100000005
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,7.0,24.0,186.48345100000003
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,8.0,19.0,270.063489
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,9.0,22.0,1131.525311
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,12.0,2.0,419.70370500000007
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,16.0,21.0,509.8279260000001
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,17.0,6.0,809.6751770000001
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,18.0,5.0,231.21062300000003
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,19.0,16.0,820.4962670000001
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,20.0,17.0,977.6081880000002
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,22.0,12.0,169.427352
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,24.0,15.0,526.1110900000001
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,25.0,9.0,330.81618000000003
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,26.0,1.0,476.74630800000006
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,27.0,8.0,345.86264800000004
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,28.0,14.0,1468.6280290000002
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,29.0,20.0,248.42130900000004
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,30.0,13.0,703.5769660000001
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,31.0,3.0,228.840289
N21,SAM corrected,Annotator4,Expert,thumper epfl server,QuPath v4,32.0,24.0,32.0,11.0,495.812038
N03,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,1.0,1.0,1.0,1.0,881.1459000000001
N03,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,1.0,1.0,1.0,1.0,844.5603100000001
N03,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,1.0,1.0,1.0,1.0,849.4555650000001
N04,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,1.0,1.0,1.0,1.0,842.5506790000001
N04,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,1.0,1.0,1.0,1.0,198.953469
N04,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,1.0,1.0,1.0,1.0,596.7573490000001
N07,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,2.0,2.0,1.0,1.0,1387.3667960000002
N07,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,2.0,1.0,1.0,1.0,1412.4614190000002
N07,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,2.0,1.0,1.0,1.0,1413.852702
N08,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,1.0,5.0,575.269756
N08,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,2.0,6.0,418.26089300000007
N08,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,7.0,7.0,221.162468
N08,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,8.0,2.0,292.272488
N08,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,9.0,1.0,206.116
N08,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,10.0,4.0,390.229117
N08,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,9.0,1.0,7.0,598.3547480000001
N08,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,9.0,2.0,1.0,381.469187
N08,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,9.0,7.0,4.0,233.323312
N08,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,9.0,8.0,3.0,226.93371600000003
N08,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,9.0,9.0,2.0,278.20507100000003
N08,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,9.0,10.0,9.0,302.114527
N08,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,1.0,7.0,607.3207940000001
N08,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,2.0,5.0,393.217799
N08,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,7.0,3.0,225.542433
N08,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,8.0,2.0,121.763027
N08,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,9.0,6.0,253.00739
N08,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,7.0,10.0,4.0,321.54096000000004
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,1.0,8.0,324.22046800000004
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,2.0,7.0,244.350518
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,4.0,2.0,273.1037
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,7.0,9.0,337.61800800000003
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,8.0,11.0,236.00282
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,9.0,13.0,339.78222600000004
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,10.0,3.0,265.73505300000005
N09,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,13.0,12.0,10.0,385.230804
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,1.0,2.0,338.95776200000006
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,2.0,3.0,243.73217
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,4.0,8.0,306.958253
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,7.0,7.0,482.2599110000001
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,8.0,4.0,246.15403300000003
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,9.0,6.0,366.16507400000006
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,10.0,5.0,260.83979800000003
N09,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,8.0,12.0,1.0,353.54046900000003
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,1.0,11.0,356.42609300000004
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,2.0,10.0,302.99052
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,4.0,3.0,293.148481
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,7.0,12.0,336.94813100000005
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,8.0,2.0,212.50559600000005
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,9.0,4.0,356.168448
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,10.0,7.0,285.522189
N09,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,13.0,12.0,12.0,5.0,337.566479
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,1.0,3.0,229.561695
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,2.0,6.0,193.64598200000003
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,3.0,4.0,138.76759700000002
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,5.0,8.0,539.5601590000001
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,6.0,10.0,201.117687
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,8.0,9.0,190.914945
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,9.0,1.0,219.51354000000003
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,10.0,2.0,217.864612
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,11.0,11.0,412.592703
N10,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,12.0,5.0,164.78974200000002
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,1.0,2.0,160.461306
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,2.0,5.0,187.82320500000003
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,3.0,6.0,260.11839200000003
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,5.0,1.0,483.445078
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,6.0,4.0,156.64816000000002
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,8.0,8.0,163.86222
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,9.0,10.0,339.93681300000003
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,10.0,3.0,269.13596700000005
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,11.0,7.0,429.597273
N10,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,10.0,12.0,9.0,199.72640400000003
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,1.0,8.0,267.84774200000004
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,2.0,5.0,229.51016600000003
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,3.0,4.0,312.42032700000004
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,5.0,11.0,524.925923
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,6.0,3.0,160.15213200000002
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,8.0,10.0,161.23424100000005
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,9.0,2.0,332.51663700000006
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,10.0,9.0,282.73962300000005
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,11.0,1.0,448.250771
N10,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,12.0,11.0,12.0,6.0,198.335121
N11,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,1.0,4.0,121.505382
N11,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,2.0,1.0,150.97997
N11,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,3.0,3.0,222.141519
N11,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,4.0,2.0,153.659478
N11,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,5.0,6.0,486.691405
N11,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,6.0,7.0,208.074102
N11,Manual,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,8.0,8.0,201.014629
N11,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,10.0,1.0,5.0,80.230653
N11,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,10.0,2.0,9.0,178.65104300000002
N11,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,10.0,3.0,3.0,205.60071
N11,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,10.0,4.0,8.0,160.66742200000002
N11,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,10.0,5.0,2.0,554.0913370000001
N11,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,10.0,6.0,10.0,148.815752
N11,SAM,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,10.0,8.0,1.0,142.22004
N11,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,1.0,4.0,134.593748
N11,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,2.0,8.0,192.512344
N11,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,3.0,5.0,229.458637
N11,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,4.0,7.0,161.74953100000002
N11,SAM corrected,Annotator5,Expert,local MacBook Pro M3,QuPath v5,11.0,8.0,5.0,2.0,562.078332
